Schulnummer;Kurzbezeichnung;Bezirksregierung;Kreis;Gemeinde;Sozialindexstufe
115393;Bornheim, KG Thomas-von-Quentel-Schule;BR Kîln;Rhein-Sieg-Kreis;Bornheim;3
115400;Bornheim, GG Merten;BR Kîln;Rhein-Sieg-Kreis;Bornheim;3
115423;Bornheim, KG Johann-Wallraf;BR Kîln;Rhein-Sieg-Kreis;Bornheim;4
115435;Bornheim, KG Sebastian-Schule;BR Kîln;Rhein-Sieg-Kreis;Bornheim;4
115484;Eitorf, GG (Verb.) MosaikSchule;BR Kîln;Rhein-Sieg-Kreis;Eitorf;4
115496;Eitorf, GG (Verb.) Alzenbach-MÅhleip;BR Kîln;Rhein-Sieg-Kreis;Eitorf;3
115514;Hennef, GG Am Steimel;BR Kîln;Rhein-Sieg-Kreis;Hennef (Sieg);2
115538;Hennef, GG Gartenstr.;BR Kîln;Rhein-Sieg-Kreis;Hennef (Sieg);5
115540;Hennef, GG Kastanienschule;BR Kîln;Rhein-Sieg-Kreis;Hennef (Sieg);1
115551;Hennef, GG Hanftal;BR Kîln;Rhein-Sieg-Kreis;Hennef (Sieg);3
115563;Hennef, GG Regenbogenschule;BR Kîln;Rhein-Sieg-Kreis;Hennef (Sieg);2
115575;Hennef, KG Wehrstr.;BR Kîln;Rhein-Sieg-Kreis;Hennef (Sieg);2
115587;Bad Honnef, GG (Verb.) Lîwenburgschule;BR Kîln;Rhein-Sieg-Kreis;Bad Honnef;2
115605;Bad Honnef, GG Montessori-Bad Honnef;BR Kîln;Rhein-Sieg-Kreis;Bad Honnef;4
115617;Bad Honnef, KG St. Martinus;BR Kîln;Rhein-Sieg-Kreis;Bad Honnef;4
115629;Kînigswinter, KG SonnenhÅgel;BR Kîln;Rhein-Sieg-Kreis;Kînigswinter;2
115630;Kînigswinter, GG Oberdollendorf;BR Kîln;Rhein-Sieg-Kreis;Kînigswinter;2
115642;Kînigswinter, GG Stenzelberg;BR Kîln;Rhein-Sieg-Kreis;Kînigswinter;2
115654;Kînigswinter, GG Stieldorf;BR Kîln;Rhein-Sieg-Kreis;Kînigswinter;3
115666;Kînigswinter, GG Johann-Lemmerz-Schule;BR Kîln;Rhein-Sieg-Kreis;Kînigswinter;8
115678;Kînigswinter, KG Ittenbach;BR Kîln;Rhein-Sieg-Kreis;Kînigswinter;1
115680;Lohmar, GG Wahlscheid;BR Kîln;Rhein-Sieg-Kreis;Lohmar;2
115691;Lohmar, GG Wald;BR Kîln;Rhein-Sieg-Kreis;Lohmar;4
115708;Lohmar, GG Donrath;BR Kîln;Rhein-Sieg-Kreis;Lohmar;3
115710;Meckenheim, EG Kîlnstr.;BR Kîln;Rhein-Sieg-Kreis;Meckenheim;3
115733;Meckenheim, KG Merl;BR Kîln;Rhein-Sieg-Kreis;Meckenheim;1
115745;Meckenheim, KG (Verb.) Kirchplatz;BR Kîln;Rhein-Sieg-Kreis;Meckenheim;4
115757;Much, GG Klosterstr.;BR Kîln;Rhein-Sieg-Kreis;Much;2
115769;Much, GG Janusz-Korczak;BR Kîln;Rhein-Sieg-Kreis;Much;2
115794;Niederkassel, KG Rheidter-Werth-Schule;BR Kîln;Rhein-Sieg-Kreis;Niederkassel;3
115800;Niederkassel, GG Annostr.;BR Kîln;Rhein-Sieg-Kreis;Niederkassel;3
115812;Niederkassel, KG Mondorf;BR Kîln;Rhein-Sieg-Kreis;Niederkassel;2
115824;Niederkassel, KG LÅlsdorf;BR Kîln;Rhein-Sieg-Kreis;Niederkassel;3
115836;Niederkassel, GG Drei-Linden-Schule;BR Kîln;Rhein-Sieg-Kreis;Niederkassel;4
115848;Rheinbach, GG SÅrster Weg;BR Kîln;Rhein-Sieg-Kreis;Rheinbach;4
115850;Rheinbach, KG St. Martin-Schule;BR Kîln;Rhein-Sieg-Kreis;Rheinbach;2
115897;Rheinbach, KG Flerzheim;BR Kîln;Rhein-Sieg-Kreis;Rheinbach;1
115903;Rheinbach, KG Merzbach;BR Kîln;Rhein-Sieg-Kreis;Rheinbach;1
115915;Rheinbach, KG an der Tomburg;BR Kîln;Rhein-Sieg-Kreis;Rheinbach;2
115939;Ruppichteroth, GG (Verb.) Winterscheid;BR Kîln;Rhein-Sieg-Kreis;Ruppichteroth;2
115940;Ruppichteroth, GG Schulstr.;BR Kîln;Rhein-Sieg-Kreis;Ruppichteroth;4
115952;Siegburg, GG (Verb.) Nord;BR Kîln;Rhein-Sieg-Kreis;Siegburg;4
115964;Siegburg, GG Wolsdorf;BR Kîln;Rhein-Sieg-Kreis;Siegburg;1
115988;Siegburg, GG Stallberg;BR Kîln;Rhein-Sieg-Kreis;Siegburg;5
115990;Swisttal, GG am Zehnthof;BR Kîln;Rhein-Sieg-Kreis;Swisttal;3
116002;Swisttal, GG Swistbachschule;BR Kîln;Rhein-Sieg-Kreis;Swisttal;3
116014;Swisttal, GG am Burgweiher;BR Kîln;Rhein-Sieg-Kreis;Swisttal;1
116026;Troisdorf, GG Roncalli-Schule;BR Kîln;Rhein-Sieg-Kreis;Troisdorf;7
116038;Troisdorf, GG Heerstr.;BR Kîln;Rhein-Sieg-Kreis;Troisdorf;5
116040;Troisdorf, KG Schlo·stra·e;BR Kîln;Rhein-Sieg-Kreis;Troisdorf;5
116051;Troisdorf, EG Matthias-Langen-Stra·e;BR Kîln;Rhein-Sieg-Kreis;Troisdorf;6
116075;Troisdorf, KG BlÅcherstr.;BR Kîln;Rhein-Sieg-Kreis;Troisdorf;5
116087;Troisdorf, KG Muellekoven;BR Kîln;Rhein-Sieg-Kreis;Troisdorf;2
116099;Troisdorf, GG Eschmar;BR Kîln;Rhein-Sieg-Kreis;Troisdorf;2
116105;Troisdorf, GG Asselbachschule;BR Kîln;Rhein-Sieg-Kreis;Troisdorf;3
116117;Troisdorf, GG Janosch;BR Kîln;Rhein-Sieg-Kreis;Troisdorf;5
116129;Troisdorf, GG Sieglar;BR Kîln;Rhein-Sieg-Kreis;Troisdorf;6
116166;Windeck, GG Sonnenbergschule;BR Kîln;Rhein-Sieg-Kreis;Windeck;2
116180;Aachen, GG Driescher Hof;BR Kîln;StÑdteregion Aachen;Aachen;8
116208;Aachen, GG Am Haarbach;BR Kîln;StÑdteregion Aachen;Aachen;5
116221;Aachen, GG BrÅhlstr.;BR Kîln;StÑdteregion Aachen;Aachen;6
116233;Aachen, GG Vaalserquartier;BR Kîln;StÑdteregion Aachen;Aachen;5
116245;Aachen, KG KornelimÅnster;BR Kîln;StÑdteregion Aachen;Aachen;2
116257;Aachen, GG Walheim;BR Kîln;StÑdteregion Aachen;Aachen;4
116269;Aachen, GG Oberforstbach;BR Kîln;StÑdteregion Aachen;Aachen;3
116270;Aachen, KG Karl-Kuck-Schule;BR Kîln;StÑdteregion Aachen;Aachen;5
116282;Aachen, GG Laurensberg;BR Kîln;StÑdteregion Aachen;Aachen;4
116294;Aachen, KG Bildchen;BR Kîln;StÑdteregion Aachen;Aachen;9
116312;Aachen, KG Passstr.;BR Kîln;StÑdteregion Aachen;Aachen;8
116324;Aachen, GG Malmedyer Str.;BR Kîln;StÑdteregion Aachen;Aachen;5
116336;Aachen, KG Forster Linde;BR Kîln;StÑdteregion Aachen;Aachen;6
116348;Aachen, KG Schule am Fischmarkt;BR Kîln;StÑdteregion Aachen;Aachen;5
116350;Aachen, KG Hîfchensweg;BR Kîln;StÑdteregion Aachen;Aachen;4
116361;Aachen, KG Hanbrucher Str.;BR Kîln;StÑdteregion Aachen;Aachen;4
116385;Aachen, KG Luisenstr.;BR Kîln;StÑdteregion Aachen;Aachen;9
116403;Aachen, GG Schînforst-Schwalbenweg;BR Kîln;StÑdteregion Aachen;Aachen;9
116439;Aachen, EG Annaschule;BR Kîln;StÑdteregion Aachen;Aachen;7
116440;Aachen, GG Schule am Lousberg;BR Kîln;StÑdteregion Aachen;Aachen;4
116464;Aachen, GG Gerlach;BR Kîln;StÑdteregion Aachen;Aachen;7
116476;Aachen, GG Am Hîfling;BR Kîln;StÑdteregion Aachen;Aachen;2
116488;Aachen, KG Verlautenheide;BR Kîln;StÑdteregion Aachen;Aachen;4
116490;Aachen, KG Feldstr.;BR Kîln;StÑdteregion Aachen;Aachen;9
116506;Aachen, KG Marktschule Brand;BR Kîln;StÑdteregion Aachen;Aachen;4
116518;Aachen, KG Birkstr.;BR Kîln;StÑdteregion Aachen;Aachen;3
116520;Aachen, KG Am Rîmerhof;BR Kîln;StÑdteregion Aachen;Aachen;2
116531;Aachen, GG DÅppelstr.;BR Kîln;StÑdteregion Aachen;Aachen;9
116543;Aachen, KG Beeckstr.;BR Kîln;StÑdteregion Aachen;Aachen;9
116567;Aachen, KG Auf der Hîrn;BR Kîln;StÑdteregion Aachen;Aachen;4
116579;Alsdorf, GG Kellersberg;BR Kîln;StÑdteregion Aachen;Alsdorf;3
116580;Alsdorf, GG Alsdorf-Annapark;BR Kîln;StÑdteregion Aachen;Alsdorf;7
116592;Alsdorf, GG Schaufenberg;BR Kîln;StÑdteregion Aachen;Alsdorf;6
116609;Alsdorf, GG Broicher Siedlung;BR Kîln;StÑdteregion Aachen;Alsdorf;1
116610;Alsdorf, GG Blumenrath;BR Kîln;StÑdteregion Aachen;Alsdorf;5
116622;Alsdorf, GG Ofden;BR Kîln;StÑdteregion Aachen;Alsdorf;1
116658;Alsdorf, KG Hermann-Josef;BR Kîln;StÑdteregion Aachen;Alsdorf;3
116660;Alsdorf, KG Begau;BR Kîln;StÑdteregion Aachen;Alsdorf;2
116683;Baesweiler, GG St. Barbara;BR Kîln;StÑdteregion Aachen;Baesweiler;6
116695;Baesweiler, GG Friedensschule;BR Kîln;StÑdteregion Aachen;Baesweiler;4
116701;Baesweiler, GG (Verb.) Grengracht;BR Kîln;StÑdteregion Aachen;Baesweiler;2
116737;Baesweiler, GG (Verb.) St. Andreas;BR Kîln;StÑdteregion Aachen;Baesweiler;3
116749;Baesweiler, KG Oidtweiler;BR Kîln;StÑdteregion Aachen;Baesweiler;1
116762;Eschweiler, KG Kinzweiler;BR Kîln;StÑdteregion Aachen;Eschweiler;1
116774;Eschweiler, KG DÅrwi·;BR Kîln;StÑdteregion Aachen;Eschweiler;3
116804;Eschweiler, KG Bergrath;BR Kîln;StÑdteregion Aachen;Eschweiler;3
116816;Eschweiler, KG Bohl;BR Kîln;StÑdteregion Aachen;Eschweiler;2
116828;Eschweiler, KG (Verb.) Barbaraschule;BR Kîln;StÑdteregion Aachen;Eschweiler;5
116830;Eschweiler, EG Stadtmitte;BR Kîln;StÑdteregion Aachen;Eschweiler;7
116841;Eschweiler, GG Weisweiler;BR Kîln;StÑdteregion Aachen;Eschweiler;3
116865;Eschweiler, KG Rîhe;BR Kîln;StÑdteregion Aachen;Eschweiler;3
116877;Eschweiler, KG Don-Bosco-Schule;BR Kîln;StÑdteregion Aachen;Eschweiler;4
116889;Eschweiler, KG Eduard-Mîrike-Schule;BR Kîln;StÑdteregion Aachen;Eschweiler;5
116907;Herzogenrath, KG Stra·;BR Kîln;StÑdteregion Aachen;Herzogenrath;3
116919;Herzogenrath, KG (Verb.) Regenbogen;BR Kîln;StÑdteregion Aachen;Herzogenrath;4
116920;Herzogenrath, GG Klinkheide;BR Kîln;StÑdteregion Aachen;Herzogenrath;2
116956;Herzogenrath, GG Pannesheide;BR Kîln;StÑdteregion Aachen;Herzogenrath;3
116968;Herzogenrath, GG KÑmpchen;BR Kîln;StÑdteregion Aachen;Herzogenrath;3
116970;Herzogenrath, GG Alt-Merkstein;BR Kîln;StÑdteregion Aachen;Herzogenrath;4
116993;Monschau, KG (Verb.) Hîfen-MÅtzenich;BR Kîln;StÑdteregion Aachen;Monschau;3
117020;Monschau, GG Konzen;BR Kîln;StÑdteregion Aachen;Monschau;2
117031;Roetgen, GG Hauptstr.;BR Kîln;StÑdteregion Aachen;Roetgen;2
117043;Simmerath, GG Lammersdorf;BR Kîln;StÑdteregion Aachen;Simmerath;1
117055;Simmerath, GG Steckenborn;BR Kîln;StÑdteregion Aachen;Simmerath;2
117067;Simmerath, KG Bickerather Str.;BR Kîln;StÑdteregion Aachen;Simmerath;3
117092;Stolberg, GG Donnerberg;BR Kîln;StÑdteregion Aachen;Stolberg (Rhld.);5
117109;Stolberg, GG Breinig;BR Kîln;StÑdteregion Aachen;Stolberg (Rhld.);1
117110;Stolberg, KG WÅrselener Str.;BR Kîln;StÑdteregion Aachen;Stolberg (Rhld.);5
117122;Stolberg, GG PrÑmienstra·e;BR Kîln;StÑdteregion Aachen;Stolberg (Rhld.);6
117146;Stolberg, GG Hermannstra·e;BR Kîln;StÑdteregion Aachen;Stolberg (Rhld.);9
117158;Stolberg, GG GrÅntal;BR Kîln;StÑdteregion Aachen;Stolberg (Rhld.);9
117160;Stolberg, KG Bischofstra·e;BR Kîln;StÑdteregion Aachen;Stolberg (Rhld.);3
117171;Stolberg, GG Rote Erde;BR Kîln;StÑdteregion Aachen;Stolberg (Rhld.);2
117183;Stolberg, GG Mausbach;BR Kîln;StÑdteregion Aachen;Stolberg (Rhld.);1
117195;Stolberg, GG Zweifall;BR Kîln;StÑdteregion Aachen;Stolberg (Rhld.);1
117213;WÅrselen, GG (Verb.) Weiden-Linden;BR Kîln;StÑdteregion Aachen;WÅrselen;3
117237;WÅrselen, GG Bardenberg;BR Kîln;StÑdteregion Aachen;WÅrselen;2
117249;WÅrselen, KG Sebastianusschule;BR Kîln;StÑdteregion Aachen;WÅrselen;3
117250;WÅrselen, GG (Verb.) Wurmtalschule;BR Kîln;StÑdteregion Aachen;WÅrselen;5
117262;Aldenhoven, GG Johannesschule;BR Kîln;Kreis DÅren;Aldenhoven;2
117286;Aldenhoven, GG Schwanenstr.;BR Kîln;Kreis DÅren;Aldenhoven;3
117298;DÅren, GG Burg Birgel;BR Kîln;Kreis DÅren;DÅren;1
117316;DÅren, KG St. Joachim;BR Kîln;Kreis DÅren;DÅren;7
117328;DÅren, KG Bonifatiusschule;BR Kîln;Kreis DÅren;DÅren;9
117330;DÅren, KG SÅd;BR Kîln;Kreis DÅren;DÅren;8
117341;DÅren, KG Im Pesch;BR Kîln;Kreis DÅren;DÅren;8
117353;DÅren, GG Nikolaus-Schule;BR Kîln;Kreis DÅren;DÅren;6
117365;DÅren, KG (Verb.) Am GrÅngÅrtel;BR Kîln;Kreis DÅren;DÅren;5
117377;DÅren, GG Mutter Teresa;BR Kîln;Kreis DÅren;DÅren;5
117389;DÅren, GG Birkesdorf;BR Kîln;Kreis DÅren;DÅren;3
117390;DÅren, KG (Verb.) LeNie;BR Kîln;Kreis DÅren;DÅren;2
117420;DÅren, GG Paul-Gerhardt-Schule;BR Kîln;Kreis DÅren;DÅren;8
117432;DÅren, GG Martin-Luther-Schule;BR Kîln;Kreis DÅren;DÅren;8
117444;DÅren, GG (Verb.) Derichsweiler;BR Kîln;Kreis DÅren;DÅren;3
117456;DÅren, GG (Verb.) Merken;BR Kîln;Kreis DÅren;DÅren;3
117470;Inden, GG (Verb.) Inden;BR Kîln;Kreis DÅren;Inden;2
117511;JÅlich, GG Promenadenschule;BR Kîln;Kreis DÅren;JÅlich;5
117523;JÅlich, KG Linnicher Stra·e;BR Kîln;Kreis DÅren;JÅlich;4
117560;JÅlich, GG (Verb.) Berliner Stra·e;BR Kîln;Kreis DÅren;JÅlich;4
117572;JÅlich, GG Lobsgasse;BR Kîln;Kreis DÅren;JÅlich;2
117602;Kreuzau, GG Stockheim;BR Kîln;Kreis DÅren;Kreuzau;3
117638;Kreuzau, KG (Verb.) An der Rur;BR Kîln;Kreis DÅren;Kreuzau;2
117640;Kreuzau, GG (Verb.) Kreuzau und Drove;BR Kîln;Kreis DÅren;Kreuzau;3
117651;Langerwehe, KG Wehebachschule;BR Kîln;Kreis DÅren;Langerwehe;4
117687;Linnich, GG (Verb.) Merzbachschule;BR Kîln;Kreis DÅren;Linnich;2
117717;Merzenich, KG Am Weinberg;BR Kîln;Kreis DÅren;Merzenich;2
117729;Merzenich, KG Johann-Kaspar-Kratz;BR Kîln;Kreis DÅren;Merzenich;3
117730;Niederzier, KG Unter dem Regenbogen;BR Kîln;Kreis DÅren;Niederzier;2
117742;Niederzier, KG Huchem-Stammeln;BR Kîln;Kreis DÅren;Niederzier;4
117754;Niederzier, GG (Verb.) Weihbergstra·e;BR Kîln;Kreis DÅren;Niederzier;2
117778;Nideggen, GG (Verb.) Burgblick Nideggen;BR Kîln;Kreis DÅren;Nideggen;2
117810;Nîrvenich, GG Bahnhofstr.;BR Kîln;Kreis DÅren;Nîrvenich;3
117821;Nîrvenich, GG Albertus Magnus Eschw.;BR Kîln;Kreis DÅren;Nîrvenich;2
117894;Erkelenz, GG Astrid-Lindgren-Schule;BR Kîln;Kreis Heinsberg;Erkelenz;7
117900;Erkelenz, GG (Verb.) Luise-Hensel-Schule;BR Kîln;Kreis Heinsberg;Erkelenz;3
117912;Erkelenz, KG (Verb.) Franziskus-Schule;BR Kîln;Kreis Heinsberg;Erkelenz;2
117936;Erkelenz, GG Nysterbach-Schule;BR Kîln;Kreis Heinsberg;Erkelenz;2
117961;Erkelenz, GG (Verb.) Peter HÑrtling;BR Kîln;Kreis Heinsberg;Erkelenz;2
117985;Erkelenz, GG KÅckhoven;BR Kîln;Kreis Heinsberg;Erkelenz;1
117997;Gangelt, KG PaulsstrÑ·chen;BR Kîln;Kreis Heinsberg;Gangelt;3
118000;Gangelt, KG Nikolaus;BR Kîln;Kreis Heinsberg;Gangelt;3
118023;Geilenkirchen, GG Gillrath;BR Kîln;Kreis Heinsberg;Geilenkirchen;2
118035;Geilenkirchen, KG WÅrm;BR Kîln;Kreis Heinsberg;Geilenkirchen;2
118047;Geilenkirchen, KG Immendorf;BR Kîln;Kreis Heinsberg;Geilenkirchen;2
118059;Geilenkirchen, KG Brucknerstr.;BR Kîln;Kreis Heinsberg;Geilenkirchen;4
118060;Geilenkirchen, GG Sittarder Str.;BR Kîln;Kreis Heinsberg;Geilenkirchen;6
118072;Geilenkirchen, KG Teveren;BR Kîln;Kreis Heinsberg;Geilenkirchen;4
118102;Heinsberg, KG Pestalozzischule;BR Kîln;Kreis Heinsberg;Heinsberg;4
118114;Heinsberg, KG (Verb.) Grebben/Schafhause;BR Kîln;Kreis Heinsberg;Heinsberg;5
118126;Heinsberg, KG Dremmen;BR Kîln;Kreis Heinsberg;Heinsberg;2
118138;Heinsberg, GG im Wurmtal;BR Kîln;Kreis Heinsberg;Heinsberg;3
118140;Heinsberg, GG (Verb.) Sonnenscheinschule;BR Kîln;Kreis Heinsberg;Heinsberg;5
118163;Heinsberg, KG Regenbogenschule;BR Kîln;Kreis Heinsberg;Heinsberg;2
118187;Heinsberg, KG Straeten;BR Kîln;Kreis Heinsberg;Heinsberg;2
118199;Heinsberg, KG Brunnenschule;BR Kîln;Kreis Heinsberg;Heinsberg;1
118205;HÅckelhoven, GG DinstÅhlerstr.;BR Kîln;Kreis Heinsberg;HÅckelhoven;6
118217;HÅckelhoven, GG Hilfarth;BR Kîln;Kreis Heinsberg;HÅckelhoven;4
118229;HÅckelhoven, GG Michael-Ende;BR Kîln;Kreis Heinsberg;HÅckelhoven;4
118230;HÅckelhoven, GG Friedrich-Honigmann;BR Kîln;Kreis Heinsberg;HÅckelhoven;4
118242;HÅckelhoven, KG Kleingladbach;BR Kîln;Kreis Heinsberg;HÅckelhoven;5
118254;HÅckelhoven, GG VII Im Weidengrund;BR Kîln;Kreis Heinsberg;HÅckelhoven;4
118266;HÅckelhoven, KG Brachelen;BR Kîln;Kreis Heinsberg;HÅckelhoven;2
118278;HÅckelhoven, GG Johann-Holzapfel;BR Kîln;Kreis Heinsberg;HÅckelhoven;5
118280;HÅckelhoven, GG MÅhlenbachschule;BR Kîln;Kreis Heinsberg;HÅckelhoven;2
118291;NiederkrÅchten, GG Elmpt;BR DÅsseldorf;Kreis Viersen;NiederkrÅchten;1
118333;NiederkrÅchten, KG Schule am LÅtterbach;BR DÅsseldorf;Kreis Viersen;NiederkrÅchten;1
118345;Selfkant, GG Astrid-Lindgren;BR Kîln;Kreis Heinsberg;Selfkant;3
118357;Selfkant, KG Westzipfelschule;BR Kîln;Kreis Heinsberg;Selfkant;3
118382;öbach-Palenberg, GG Lindenschule;BR Kîln;Kreis Heinsberg;öbach-Palenberg;4
118400;öbach-Palenberg, KG Scherpenseel;BR Kîln;Kreis Heinsberg;öbach-Palenberg;2
118412;öbach-Palenberg, KG Freiheitstr.;BR Kîln;Kreis Heinsberg;öbach-Palenberg;3
118424;öbach-Palenberg, GG Frelenberg;BR Kîln;Kreis Heinsberg;öbach-Palenberg;3
118436;öbach-Palenberg, GG Auf der Houff;BR Kîln;Kreis Heinsberg;öbach-Palenberg;5
118448;Waldfeucht, KG Haaren;BR Kîln;Kreis Heinsberg;Waldfeucht;3
118461;Wassenberg, GG Am Burgberg;BR Kîln;Kreis Heinsberg;Wassenberg;3
118473;Wassenberg, KG Martinus-Schule-Orsbeck;BR Kîln;Kreis Heinsberg;Wassenberg;2
118485;Wassenberg, KG Birgelen;BR Kîln;Kreis Heinsberg;Wassenberg;3
118497;Wassenberg, KG Myhl;BR Kîln;Kreis Heinsberg;Wassenberg;2
118527;Wegberg, KG (Verb.) Arsbeck;BR Kîln;Kreis Heinsberg;Wegberg;3
118552;Wegberg, GG (Verb.) Erich-KÑstner;BR Kîln;Kreis Heinsberg;Wegberg;2
118564;Wegberg, GG Beeck;BR Kîln;Kreis Heinsberg;Wegberg;1
118576;Wegberg, GG Kastanienschule;BR Kîln;Kreis Heinsberg;Wegberg;2
118590;Bocholt, KG Clemens-DÅlmer-Schule;BR MÅnster;Kreis Borken;Bocholt;4
118606;Bocholt, GG (Verb.) Ludgerus;BR MÅnster;Kreis Borken;Bocholt;4
118620;Bocholt, KG Josef;BR MÅnster;Kreis Borken;Bocholt;3
118655;Bocholt, KG Clemens-August;BR MÅnster;Kreis Borken;Bocholt;3
118680;Bocholt, GG (Verb.) Maria Montessori;BR MÅnster;Kreis Borken;Bocholt;5
118710;Bottrop, GG Rheinbaben;BR MÅnster;Stadt Bottrop;Bottrop;6
118734;Bottrop, GG Astrid-Lindgren-Schule;BR MÅnster;Stadt Bottrop;Bottrop;2
118758;Bottrop, GG Fichte;BR MÅnster;Stadt Bottrop;Bottrop;4
118760;Bottrop, GG Paulschule;BR MÅnster;Stadt Bottrop;Bottrop;6
118783;Bottrop, EG Albert-Schweitzer-Schule;BR MÅnster;Stadt Bottrop;Bottrop;9
118795;Bottrop, KG Richard-Wagner;BR MÅnster;Stadt Bottrop;Bottrop;1
118813;Bottrop, GG FÅrstenbergschule;BR MÅnster;Stadt Bottrop;Bottrop;4
118825;Bottrop, GG (Verb.) Welheim;BR MÅnster;Stadt Bottrop;Bottrop;7
118837;Bottrop, KG Droste-HÅlshoff;BR MÅnster;Stadt Bottrop;Bottrop;5
118849;Bottrop, GG (Verb.) Schillerschule;BR MÅnster;Stadt Bottrop;Bottrop;6
118850;Bottrop, KG Nikolaus-Gro·;BR MÅnster;Stadt Bottrop;Bottrop;6
118862;Bottrop, KG Konrad;BR MÅnster;Stadt Bottrop;Bottrop;2
118898;Bottrop, KG Cyriakus;BR MÅnster;Stadt Bottrop;Bottrop;8
118928;Gelsenkirchen, GG (Verb) Marschallstr.;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;9
118930;Gelsenkirchen, GG Gutenbergschule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;5
118941;Gelsenkirchen, GG Beckeradschule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;6
118953;Gelsenkirchen, GG Albert-Schweitzer-Str.;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;3
118965;Gelsenkirchen, EG Martin-Luther-Schule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;2
118990;Gelsenkirchen, KG Im Emscherbruch;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;1
119027;Gelsenkirchen, GG Haverkamp;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;6
119039;Gelsenkirchen, GG Turmschule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;8
119064;Gelsenkirchen, GG Lindenschule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;4
119076;Gelsenkirchen, GG Martinschule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;9
119088;Gelsenkirchen, KG Barbaraschule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;2
119090;Gelsenkirchen, GG Velsenschule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;3
119106;Gelsenkirchen, KG an der Sandstr.;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;2
119118;Gelsenkirchen, GG Leythe-Schule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;5
119120;Gelsenkirchen, GG Pfefferackerschule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;3
119131;Gelsenkirchen, GG Mechtenbergschule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;6
119143;Gelsenkirchen, GG BÅlseschule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;2
119155;Gelsenkirchen, GG Fersenbruch;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;6
119167;Gelsenkirchen, GG Schule an der Erzbahn;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;7
119180;Gelsenkirchen,GG Schalker Regenbogensch.;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;9
119192;Gelsenkirchen, GG Hohenfriedberger Str.;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;9
119222;Gelsenkirchen, GG (Verb.) am Lanferbach;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;4
119234;Gelsenkirchen, GG am Haidekamp;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;4
119246;Gelsenkirchen, GG Friedrich-Grillo;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;8
119260;Gelsenkirchen, GG Heistr.;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;5
119271;Gelsenkirchen, GG Im Brîmm;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;7
119295;Gelsenkirchen, GG Wiehagen;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;9
119301;Gelsenkirchen, GG Kurt-Schumacher-Str.;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;9
119313;Gelsenkirchen, GG am Schloss Horst;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;7
119325;Gelsenkirchen, GG MÑhrfeldschule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;7
119337;Gelsenkirchen, KG Liebfrauen;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;5
119374;Gelsenkirchen, GG GlÅckauf-öckendorf;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;9
119398;Gelsenkirchen, GG Astrid-Lindgren;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;3
119404;Gelsenkirchen, KG Don-Bosco-Schule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;2
119430;Gelsenkirchen, GG Josef-Rings-Schule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;7
119477;Gladbeck, GG Regenbogenschule;BR MÅnster;Kreis Recklinghausen;Gladbeck;5
119519;Gladbeck, KG Josefschule;BR MÅnster;Kreis Recklinghausen;Gladbeck;3
119532;Gladbeck, GG Pestalozzischule;BR MÅnster;Kreis Recklinghausen;Gladbeck;3
119570;Gladbeck, KG Lambertischule;BR MÅnster;Kreis Recklinghausen;Gladbeck;8
119611;Gladbeck, GG (Verb.) Wilhelmschule;BR MÅnster;Kreis Recklinghausen;Gladbeck;4
